SN,Date,Mean.Humidity,Mean.Sea.Level.PressureIn,Mean.VisibilityMiles,CloudCover,Normalized water pressure,Normalized visiblity,normalized cloudcover,normalized humidity,Sunny or not,Events,Normalized dew point
24153,9/14/2014,55,30.22,10,4,0.708571429,1,0.5,0.44,Sunny,Sunny,0.670454545
24154,9/15/2014,55,30.18,10,3,0.685714286,1,0.375,0.44,Sunny,Sunny,0.659090909
24156,9/17/2014,58,30.02,10,2,0.594285714,1,0.25,0.48,Sunny,Sunny,0.681818182
24157,9/18/2014,55,30.01,10,2,0.588571429,1,0.25,0.44,Sunny,Sunny,0.704545455
24158,9/19/2014,60,30.3,10,3,0.754285714,1,0.375,0.506666667,Sunny,Sunny,0.659090909
24159,9/20/2014,69,30.23,10,6,0.714285714,1,0.75,0.626666667,Sunny,Sunny,0.784090909
24163,9/24/2014,64,30.51,10,6,0.874285714,1,0.75,0.56,Sunny,Sunny,0.738636364
24165,9/26/2014,58,30.19,10,2,0.691428571,1,0.25,0.48,Sunny,Sunny,0.715909091
24166,9/27/2014,58,30.19,10,0,0.691428571,1,0,0.48,Sunny,Sunny,0.772727273
24167,9/28/2014,74,30.12,10,4,0.651428571,1,0.5,0.693333333,Sunny,Sunny,0.829545455
24171,10/2/2014,74,30.12,10,7,0.651428571,1,0.875,0.693333333,Sunny,Sunny,0.75
24172,10/3/2014,68,30.04,10,5,0.605714286,1,0.625,0.613333333,Sunny,Sunny,0.727272727
24174,10/5/2014,46,29.86,10,1,0.502857143,1,0.125,0.32,Sunny,Sunny,0.522727273
24175,10/6/2014,61,30.06,10,1,0.617142857,1,0.125,0.52,Sunny,Sunny,0.659090909
24178,10/9/2014,44,30.01,10,4,0.588571429,1,0.5,0.293333333,Sunny,Sunny,0.590909091
24179,10/10/2014,46,30.1,10,6,0.64,1,0.75,0.32,Sunny,Sunny,0.579545455
24181,10/12/2014,59,30.27,10,3,0.737142857,1,0.375,0.493333333,Sunny,Sunny,0.590909091
24183,10/14/2014,81,30.2,10,6,0.697142857,1,0.75,0.786666667,Sunny,Sunny,0.852272727
24186,10/17/2014,67,29.71,10,3,0.417142857,1,0.375,0.6,Sunny,Sunny,0.761363636
24187,10/18/2014,62,29.64,10,6,0.377142857,1,0.75,0.533333333,Sunny,Sunny,0.704545455
24188,10/19/2014,44,29.9,10,4,0.525714286,1,0.5,0.293333333,Sunny,Sunny,0.5
24193,10/24/2014,68,29.8,10,6,0.468571429,1,0.75,0.613333333,Sunny,Sunny,0.636363636
24194,10/25/2014,50,29.77,10,2,0.451428571,1,0.25,0.373333333,Sunny,Sunny,0.602272727
24195,10/26/2014,52,29.67,10,5,0.394285714,1,0.625,0.4,Sunny,Sunny,0.568181818
24196,10/27/2014,54,29.98,10,2,0.571428571,1,0.25,0.426666667,Sunny,Sunny,0.556818182
24197,10/28/2014,69,30.01,10,5,0.588571429,1,0.625,0.626666667,Sunny,Sunny,0.715909091
24203,11/3/2014,39,30.12,10,3,0.651428571,1,0.375,0.226666667,Sunny,Sunny,0.431818182
24204,11/4/2014,47,30.13,10,6,0.657142857,1,0.75,0.333333333,Sunny,Sunny,0.545454545
24205,11/5/2014,52,30.1,10,7,0.64,1,0.875,0.4,Sunny,Sunny,0.590909091
24208,11/8/2014,53,29.99,10,5,0.577142857,1,0.625,0.413333333,Sunny,Sunny,0.431818182
24209,11/9/2014,58,29.96,10,5,0.56,1,0.625,0.48,Sunny,Sunny,0.545454545
24215,11/15/2014,43,30.32,10,2,0.765714286,1,0.25,0.28,Sunny,Sunny,0.329545455
24218,11/18/2014,48,29.88,10,2,0.514285714,1,0.25,0.346666667,Sunny,Sunny,0.238636364
24219,11/19/2014,38,30.2,10,3,0.697142857,1,0.375,0.213333333,Sunny,Sunny,0.227272727
24220,11/20/2014,38,29.96,10,5,0.56,1,0.625,0.213333333,Sunny,Sunny,0.340909091
24221,11/21/2014,35,30.31,10,1,0.76,1,0.125,0.173333333,Sunny,Sunny,0.215909091
24222,11/22/2014,42,30.39,10,4,0.805714286,1,0.5,0.266666667,Sunny,Sunny,0.318181818
24223,11/23/2014,62,30.17,10,7,0.68,1,0.875,0.533333333,Sunny,Sunny,0.511363636
24225,11/25/2014,62,29.98,10,7,0.571428571,1,0.875,0.533333333,Sunny,Sunny,0.556818182
24228,11/28/2014,55,30.18,10,3,0.685714286,1,0.375,0.44,Sunny,Sunny,0.329545455
24229,11/29/2014,52,30.32,10,7,0.765714286,1,0.875,0.4,Sunny,Sunny,0.340909091
24230,11/30/2014,62,30.15,10,7,0.668571429,1,0.875,0.533333333,Sunny,Sunny,0.568181818
24238,12/8/2014,52,30.58,10,7,0.914285714,1,0.875,0.4,Sunny,Sunny,0.352272727
24242,12/12/2014,56,29.96,10,6,0.56,1,0.75,0.453333333,Sunny,Sunny,0.375
24243,12/13/2014,55,29.95,10,4,0.554285714,1,0.5,0.44,Sunny,Sunny,0.420454545
24244,12/14/2014,62,29.91,10,4,0.531428571,1,0.5,0.533333333,Sunny,Sunny,0.465909091
24245,12/15/2014,66,30.07,10,2,0.622857143,1,0.25,0.586666667,Sunny,Sunny,0.477272727
24249,12/19/2014,52,30.07,10,5,0.622857143,1,0.625,0.4,Sunny,Sunny,0.375
24250,12/20/2014,60,30.28,10,8,0.742857143,1,1,0.506666667,Sunny,Sunny,0.363636364
24256,12/26/2014,56,30.22,10,1,0.708571429,1,0.125,0.453333333,Sunny,Sunny,0.477272727
24259,12/29/2014,42,30.18,10,6,0.685714286,1,0.75,0.266666667,Sunny,Sunny,0.363636364
24260,12/30/2014,48,30.37,10,5,0.794285714,1,0.625,0.346666667,Sunny,Sunny,0.284090909
24261,12/31/2014,41,30.31,10,3,0.76,1,0.375,0.253333333,Sunny,Sunny,0.238636364
24263,1/1/2015,40,30.1,10,1,0.64,1,0.125,0.24,Sunny,Sunny,0.272727273
24264,1/2/2015,45,30.24,10,4,0.72,1,0.5,0.306666667,Sunny,Sunny,0.340909091
24267,1/5/2015,42,30.13,10,3,0.657142857,1,0.375,0.266666667,Sunny,Sunny,0.272727273
24269,1/7/2015,50,30.05,10,4,0.611428571,1,0.5,0.373333333,Sunny,Sunny,0.159090909
24270,1/8/2015,46,30.37,10,3,0.794285714,1,0.375,0.32,Sunny,Sunny,0.102272727
24272,1/10/2015,41,30.46,10,1,0.845714286,1,0.125,0.253333333,Sunny,Sunny,0.136363636
24273,1/11/2015,46,30.62,10,6,0.937142857,1,0.75,0.32,Sunny,Sunny,0.25
24275,1/13/2015,57,30.51,10,5,0.874285714,1,0.625,0.466666667,Sunny,Sunny,0.284090909
24276,1/14/2015,65,30.38,10,7,0.8,1,0.875,0.573333333,Sunny,Sunny,0.329545455
24277,1/15/2015,55,30.08,10,4,0.628571429,1,0.5,0.44,Sunny,Sunny,0.329545455
24278,1/16/2015,46,29.95,10,3,0.554285714,1,0.375,0.32,Sunny,Sunny,0.284090909
24281,1/19/2015,65,29.82,10,6,0.48,1,0.75,0.573333333,Sunny,Sunny,0.431818182
24282,1/20/2015,43,29.94,10,6,0.548571429,1,0.75,0.28,Sunny,Sunny,0.352272727
24284,1/22/2015,52,30.23,10,5,0.714285714,1,0.625,0.4,Sunny,Sunny,0.363636364
24287,1/25/2015,50,29.77,10,6,0.451428571,1,0.75,0.373333333,Sunny,Sunny,0.340909091
24290,1/28/2015,49,30.07,10,2,0.622857143,1,0.25,0.36,Sunny,Sunny,0.204545455
24293,1/31/2015,42,30.12,10,1,0.651428571,1,0.125,0.266666667,Sunny,Sunny,0.136363636
24296,2/3/2015,53,30.23,10,3,0.714285714,1,0.375,0.413333333,Sunny,Sunny,0.215909091
24299,2/6/2015,46,30.21,10,4,0.702857143,1,0.5,0.32,Sunny,Sunny,0.159090909
24301,2/8/2015,75,29.93,9,8,0.542857143,0.888888889,1,0.706666667,Sunny,Sunny,0.477272727
24304,2/11/2015,51,30.03,10,3,0.6,1,0.375,0.386666667,Sunny,Sunny,0.295454545
24306,2/13/2015,37,30.11,10,1,0.645714286,1,0.125,0.2,Sunny,Sunny,0.068181818
24309,2/16/2015,36,30.15,10,5,0.668571429,1,0.625,0.186666667,Sunny,Sunny,0.011363636
24312,2/19/2015,44,29.83,10,4,0.485714286,1,0.5,0.293333333,Sunny,Sunny,0.125
24313,2/20/2015,38,30.27,10,0,0.737142857,1,0,0.213333333,Sunny,Sunny,0.034090909
24316,2/23/2015,51,30.29,10,6,0.748571429,1,0.75,0.386666667,Sunny,Sunny,0.181818182
24318,2/25/2015,55,29.88,10,4,0.514285714,1,0.5,0.44,Sunny,Sunny,0.295454545
24320,2/27/2015,43,30.4,10,3,0.811428571,1,0.375,0.28,Sunny,Sunny,0.181818182
24327,3/6/2015,47,30.47,10,2,0.851428571,1,0.25,0.333333333,Sunny,Sunny,0.181818182
24328,3/7/2015,54,30.21,10,4,0.702857143,1,0.5,0.426666667,Sunny,Sunny,0.295454545
24336,3/15/2015,65,29.81,10,7,0.474285714,1,0.875,0.573333333,Sunny,Sunny,0.465909091
24337,3/16/2015,57,29.95,10,6,0.554285714,1,0.75,0.466666667,Sunny,Sunny,0.443181818
24340,3/19/2015,27,30.3,10,5,0.754285714,1,0.625,0.066666667,Sunny,Sunny,0.170454545
24343,3/22/2015,40,30.05,10,3,0.611428571,1,0.375,0.24,Sunny,Sunny,0.272727273
24344,3/23/2015,32,30.23,10,2,0.714285714,1,0.25,0.133333333,Sunny,Sunny,0.170454545
24345,3/24/2015,49,30.34,10,4,0.777142857,1,0.5,0.36,Sunny,Sunny,0.261363636
24353,4/1/2015,52,30.05,10,3,0.611428571,1,0.375,0.4,Sunny,Sunny,0.340909091
24354,4/2/2015,49,30.15,10,4,0.668571429,1,0.5,0.36,Sunny,Sunny,0.477272727
24357,4/5/2015,44,30.18,10,4,0.685714286,1,0.5,0.293333333,Sunny,Sunny,0.443181818
24358,4/6/2015,63,30.25,10,4,0.725714286,1,0.5,0.546666667,Sunny,Sunny,0.556818182
24363,4/11/2015,47,29.99,10,3,0.577142857,1,0.375,0.333333333,Sunny,Sunny,0.488636364
24364,4/12/2015,53,30.31,10,1,0.76,1,0.125,0.413333333,Sunny,Sunny,0.477272727
24365,4/13/2015,65,30.29,10,5,0.748571429,1,0.625,0.573333333,Sunny,Sunny,0.590909091
24367,4/15/2015,35,30.2,10,6,0.697142857,1,0.75,0.173333333,Sunny,Sunny,0.363636364
24368,4/16/2015,49,30.41,10,6,0.817142857,1,0.75,0.36,Sunny,Sunny,0.420454545
24370,4/18/2015,48,29.96,10,3,0.56,1,0.375,0.346666667,Sunny,Sunny,0.625
24375,4/23/2015,44,29.76,10,4,0.445714286,1,0.5,0.293333333,Sunny,Sunny,0.420454545
24376,4/24/2015,35,29.87,10,4,0.508571429,1,0.5,0.173333333,Sunny,Sunny,0.340909091
24378,4/26/2015,50,29.69,10,5,0.405714286,1,0.625,0.373333333,Sunny,Sunny,0.488636364
24379,4/27/2015,37,29.68,10,6,0.4,1,0.75,0.2,Sunny,Sunny,0.477272727
24380,4/28/2015,43,29.75,10,3,0.44,1,0.375,0.28,Sunny,Sunny,0.545454545
24382,4/30/2015,60,29.81,10,5,0.474285714,1,0.625,0.506666667,Sunny,Sunny,0.579545455
24383,5/1/2015,66,29.97,10,6,0.565714286,1,0.75,0.586666667,Sunny,Sunny,0.579545455
24384,5/2/2015,69,30.01,10,3,0.588571429,1,0.375,0.626666667,Sunny,Sunny,0.590909091
24385,5/3/2015,66,30.1,10,3,0.64,1,0.375,0.586666667,Sunny,Sunny,0.636363636
24386,5/4/2015,66,30.19,10,1,0.691428571,1,0.125,0.586666667,Sunny,Sunny,0.681818182
24389,5/7/2015,65,30.2,8,3,0.697142857,0.777777778,0.375,0.573333333,Sunny,Sunny,0.670454545
24395,5/13/2015,39,30.07,10,5,0.622857143,1,0.625,0.226666667,Sunny,Sunny,0.568181818
24396,5/14/2015,41,30.35,10,2,0.782857143,1,0.25,0.253333333,Sunny,Sunny,0.534090909
24397,5/15/2015,53,30.29,10,7,0.748571429,1,0.875,0.413333333,Sunny,Sunny,0.636363636
24400,5/18/2015,81,30.15,7,7,0.668571429,0.666666667,0.875,0.786666667,Sunny,Sunny,0.761363636
24402,5/20/2015,50,29.91,10,4,0.531428571,1,0.5,0.373333333,Sunny,Sunny,0.579545455
24403,5/21/2015,57,29.98,10,7,0.571428571,1,0.875,0.466666667,Sunny,Sunny,0.568181818
24405,5/23/2015,51,30.35,10,1,0.782857143,1,0.125,0.386666667,Sunny,Sunny,0.488636364
24406,5/24/2015,60,30.32,10,4,0.765714286,1,0.5,0.506666667,Sunny,Sunny,0.693181818
24407,5/25/2015,68,30.24,10,4,0.72,1,0.5,0.613333333,Sunny,Sunny,0.761363636
24408,5/26/2015,71,30.2,10,4,0.697142857,1,0.5,0.653333333,Sunny,Sunny,0.784090909
24409,5/27/2015,77,30.17,10,5,0.68,1,0.625,0.733333333,Sunny,Sunny,0.806818182
24410,5/28/2015,72,30.17,8,7,0.68,0.777777778,0.875,0.666666667,Sunny,Sunny,0.806818182
24411,5/29/2015,65,30.27,10,3,0.737142857,1,0.375,0.573333333,Sunny,Sunny,0.761363636
24417,6/4/2015,65,30.26,10,6,0.731428571,1,0.75,0.573333333,Sunny,Sunny,0.681818182
24420,6/7/2015,65,30.16,10,4,0.674285714,1,0.5,0.573333333,Sunny,Sunny,0.693181818
24423,6/10/2015,59,29.87,10,2,0.508571429,1,0.25,0.493333333,Sunny,Sunny,0.795454545
24430,6/17/2015,62,30.13,10,6,0.657142857,1,0.75,0.533333333,Sunny,Sunny,0.795454545
24435,6/22/2015,55,29.94,10,3,0.548571429,1,0.375,0.44,Sunny,Sunny,0.840909091
24442,6/29/2015,59,29.88,10,3,0.514285714,1,0.375,0.493333333,Sunny,Sunny,0.772727273
24446,7/3/2015,57,29.96,10,4,0.56,1,0.5,0.466666667,Sunny,Sunny,0.772727273
24449,7/6/2015,72,30.15,10,6,0.668571429,1,0.75,0.666666667,Sunny,Sunny,0.886363636
24453,7/10/2015,64,29.92,10,5,0.537142857,1,0.625,0.56,Sunny,Sunny,0.852272727
24454,7/11/2015,59,30.06,10,3,0.617142857,1,0.375,0.493333333,Sunny,Sunny,0.818181818
24455,7/12/2015,60,30.02,10,4,0.594285714,1,0.5,0.506666667,Sunny,Sunny,0.852272727
24459,7/16/2015,54,30.02,10,3,0.594285714,1,0.375,0.426666667,Sunny,Sunny,0.715909091
24460,7/17/2015,66,30.09,10,5,0.634285714,1,0.625,0.586666667,Sunny,Sunny,0.818181818
24462,7/19/2015,79,29.83,10,5,0.485714286,1,0.625,0.76,Sunny,Sunny,0.965909091
24463,7/20/2015,62,29.71,10,5,0.417142857,1,0.625,0.533333333,Sunny,Sunny,0.931818182
24464,7/21/2015,61,29.64,10,6,0.377142857,1,0.75,0.52,Sunny,Sunny,0.897727273
24465,7/22/2015,40,29.77,10,2,0.451428571,1,0.25,0.24,Sunny,Sunny,0.693181818
24467,7/24/2015,46,29.94,10,3,0.548571429,1,0.375,0.32,Sunny,Sunny,0.727272727
24468,7/25/2015,58,29.99,10,3,0.577142857,1,0.375,0.48,Sunny,Sunny,0.818181818
24470,7/27/2015,69,30.02,10,6,0.594285714,1,0.75,0.626666667,Sunny,Sunny,0.897727273
24471,7/28/2015,72,29.99,10,4,0.577142857,1,0.5,0.666666667,Sunny,Sunny,0.931818182
24472,7/29/2015,61,29.96,10,4,0.56,1,0.5,0.52,Sunny,Sunny,0.920454545
24474,7/31/2015,57,29.84,10,2,0.491428571,1,0.25,0.466666667,Sunny,Sunny,0.818181818
24475,8/1/2015,52,29.81,10,3,0.474285714,1,0.375,0.4,Sunny,Sunny,0.818181818
24476,8/2/2015,57,29.9,10,3,0.525714286,1,0.375,0.466666667,Sunny,Sunny,0.818181818
24477,8/3/2015,69,29.84,10,3,0.491428571,1,0.375,0.626666667,Sunny,Sunny,0.897727273
24479,8/5/2015,46,29.9,10,4,0.525714286,1,0.5,0.32,Sunny,Sunny,0.761363636
24480,8/6/2015,49,29.95,10,5,0.554285714,1,0.625,0.36,Sunny,Sunny,0.738636364
24481,8/7/2015,54,29.91,10,5,0.531428571,1,0.625,0.426666667,Sunny,Sunny,0.784090909
24482,8/8/2015,57,29.97,10,5,0.565714286,1,0.625,0.466666667,Sunny,Sunny,0.784090909
24486,8/12/2015,50,29.85,10,3,0.497142857,1,0.375,0.373333333,Sunny,Sunny,0.806818182
24487,8/13/2015,47,30.03,10,2,0.6,1,0.25,0.333333333,Sunny,Sunny,0.772727273
24488,8/14/2015,55,30.14,10,2,0.662857143,1,0.25,0.44,Sunny,Sunny,0.806818182
24489,8/15/2015,63,30.11,10,2,0.645714286,1,0.25,0.546666667,Sunny,Sunny,0.875
24491,8/17/2015,68,30.07,10,2,0.622857143,1,0.25,0.613333333,Sunny,Sunny,0.920454545
24492,8/18/2015,70,30.04,10,4,0.605714286,1,0.5,0.64,Sunny,Sunny,0.920454545
24493,8/19/2015,75,30.05,10,4,0.611428571,1,0.5,0.706666667,Sunny,Sunny,0.965909091
24494,8/20/2015,75,30.01,10,5,0.588571429,1,0.625,0.706666667,Sunny,Sunny,0.965909091
24496,8/22/2015,48,30.08,10,5,0.628571429,1,0.625,0.346666667,Sunny,Sunny,0.738636364
24497,8/23/2015,71,30,10,5,0.582857143,1,0.625,0.653333333,Sunny,Sunny,0.875
24498,8/24/2015,68,29.91,10,4,0.531428571,1,0.5,0.613333333,Sunny,Sunny,0.897727273
24500,8/26/2015,48,29.96,10,2,0.56,1,0.25,0.346666667,Sunny,Sunny,0.738636364
24502,8/28/2015,54,30.16,10,3,0.674285714,1,0.375,0.426666667,Sunny,Sunny,0.761363636
24503,8/29/2015,59,30.17,10,5,0.68,1,0.625,0.493333333,Sunny,Sunny,0.818181818
24505,8/31/2015,63,30.01,10,6,0.588571429,1,0.75,0.546666667,Sunny,Sunny,0.909090909
24506,9/1/2015,66,30.04,10,2,0.605714286,1,0.25,0.586666667,Sunny,Sunny,0.886363636
24507,9/2/2015,71,29.99,9,3,0.577142857,0.888888889,0.375,0.653333333,Sunny,Sunny,0.920454545
24509,9/4/2015,70,30.07,10,4,0.622857143,1,0.5,0.64,Sunny,Sunny,0.897727273
24510,9/5/2015,60,30.25,10,3,0.725714286,1,0.375,0.506666667,Sunny,Sunny,0.806818182
24512,9/7/2015,71,30.09,10,1,0.634285714,1,0.125,0.653333333,Sunny,Sunny,0.897727273
24519,9/14/2015,49,30.04,10,1,0.605714286,1,0.125,0.36,Sunny,Sunny,0.670454545
24520,9/15/2015,57,30.29,10,1,0.748571429,1,0.125,0.466666667,Sunny,Sunny,0.738636364
24521,9/16/2015,59,30.29,10,4,0.748571429,1,0.5,0.493333333,Sunny,Sunny,0.806818182
24522,9/17/2015,64,30.15,10,3,0.668571429,1,0.375,0.56,Sunny,Sunny,0.829545455
24524,9/19/2015,76,29.96,7,5,0.56,0.666666667,0.625,0.72,Sunny,Sunny,0.886363636
24525,9/20/2015,59,29.98,10,3,0.571428571,1,0.375,0.493333333,Sunny,Sunny,0.761363636
24526,9/21/2015,50,30.2,10,6,0.697142857,1,0.75,0.373333333,Sunny,Sunny,0.659090909
24527,9/22/2015,59,30.26,10,7,0.731428571,1,0.875,0.493333333,Sunny,Sunny,0.738636364
24528,9/23/2015,56,30.24,10,4,0.72,1,0.5,0.453333333,Sunny,Sunny,0.715909091
24529,9/24/2015,53,30.29,10,3,0.748571429,1,0.375,0.413333333,Sunny,Sunny,0.75
24530,9/25/2015,62,30.36,10,7,0.788571429,1,0.875,0.533333333,Sunny,Sunny,0.75
24531,9/26/2015,59,30.43,10,7,0.828571429,1,0.875,0.493333333,Sunny,Sunny,0.715909091
24532,9/27/2015,69,30.41,10,6,0.817142857,1,0.75,0.626666667,Sunny,Sunny,0.738636364
24539,10/4/2015,56,30.3,10,6,0.754285714,1,0.75,0.453333333,Sunny,Sunny,0.636363636
24540,10/5/2015,65,30.17,10,6,0.68,1,0.75,0.573333333,Sunny,Sunny,0.659090909
24543,10/8/2015,64,30.12,10,4,0.651428571,1,0.5,0.56,Sunny,Sunny,0.727272727
24545,10/10/2015,49,30.08,10,3,0.628571429,1,0.375,0.36,Sunny,Sunny,0.590909091
24546,10/11/2015,63,29.97,10,2,0.565714286,1,0.25,0.546666667,Sunny,Sunny,0.681818182
24547,10/12/2015,68,29.83,10,0,0.485714286,1,0,0.613333333,Sunny,Sunny,0.727272727
24549,10/14/2015,55,29.76,10,6,0.445714286,1,0.75,0.44,Sunny,Sunny,0.659090909
24550,10/15/2015,50,29.98,10,1,0.571428571,1,0.125,0.373333333,Sunny,Sunny,0.590909091
24551,10/16/2015,51,29.98,10,2,0.571428571,1,0.25,0.386666667,Sunny,Sunny,0.590909091
24553,10/18/2015,41,30.29,10,3,0.748571429,1,0.375,0.253333333,Sunny,Sunny,0.375
24554,10/19/2015,48,30.42,10,2,0.822857143,1,0.25,0.346666667,Sunny,Sunny,0.420454545
24555,10/20/2015,49,30.24,10,4,0.72,1,0.5,0.36,Sunny,Sunny,0.579545455
24556,10/21/2015,62,30.28,10,4,0.742857143,1,0.5,0.533333333,Sunny,Sunny,0.693181818
24557,10/22/2015,68,30.16,10,5,0.674285714,1,0.625,0.613333333,Sunny,Sunny,0.715909091
24558,10/23/2015,42,30.22,10,1,0.708571429,1,0.125,0.266666667,Sunny,Sunny,0.522727273
24559,10/24/2015,62,30.34,10,5,0.777142857,1,0.625,0.533333333,Sunny,Sunny,0.568181818
24561,10/26/2015,52,30.42,10,4,0.822857143,1,0.5,0.4,Sunny,Sunny,0.522727273
24562,10/27/2015,65,30.53,10,6,0.885714286,1,0.75,0.573333333,Sunny,Sunny,0.579545455
24565,10/30/2015,39,29.94,10,1,0.548571429,1,0.125,0.226666667,Sunny,Sunny,0.488636364
24568,11/2/2015,65,30.08,10,6,0.628571429,1,0.75,0.573333333,Sunny,Sunny,0.659090909
24573,11/7/2015,57,30.02,10,7,0.594285714,1,0.875,0.466666667,Sunny,Sunny,0.647727273
24574,11/8/2015,46,30.35,10,2,0.782857143,1,0.25,0.32,Sunny,Sunny,0.488636364
24575,11/9/2015,58,30.42,10,5,0.822857143,1,0.625,0.48,Sunny,Sunny,0.556818182
24579,11/13/2015,42,29.7,10,2,0.411428571,1,0.25,0.266666667,Sunny,Sunny,0.488636364
24581,11/15/2015,49,30.25,10,2,0.725714286,1,0.25,0.36,Sunny,Sunny,0.488636364
24582,11/16/2015,50,30.22,10,0,0.708571429,1,0,0.373333333,Sunny,Sunny,0.556818182
24583,11/17/2015,53,30.52,10,3,0.88,1,0.375,0.413333333,Sunny,Sunny,0.477272727
24584,11/18/2015,68,30.47,10,7,0.851428571,1,0.875,0.613333333,Sunny,Sunny,0.625
24588,11/22/2015,60,29.91,10,6,0.531428571,1,0.75,0.506666667,Sunny,Sunny,0.522727273
24589,11/23/2015,35,30.06,10,1,0.617142857,1,0.125,0.173333333,Sunny,Sunny,0.318181818
24590,11/24/2015,49,30.38,10,3,0.8,1,0.375,0.36,Sunny,Sunny,0.375
24591,11/25/2015,52,30.73,10,1,1,1,0.125,0.4,Sunny,Sunny,0.443181818
24596,11/30/2015,63,30.4,10,5,0.811428571,1,0.625,0.546666667,Sunny,Sunny,0.477272727
24599,12/3/2015,62,29.92,10,5,0.537142857,1,0.625,0.533333333,Sunny,Sunny,0.534090909
24600,12/4/2015,54,30.43,10,1,0.828571429,1,0.125,0.426666667,Sunny,Sunny,0.477272727
24602,12/6/2015,70,30.45,10,1,0.84,1,0.125,0.64,Sunny,Sunny,0.545454545
24603,12/7/2015,60,30.14,9,6,0.662857143,0.888888889,0.75,0.506666667,Sunny,Sunny,0.522727273
24604,12/8/2015,61,30.11,10,6,0.645714286,1,0.75,0.52,Sunny,Sunny,0.5
24605,12/9/2015,75,30.11,10,6,0.645714286,1,0.75,0.706666667,Sunny,Sunny,0.579545455
24606,12/10/2015,76,29.98,10,5,0.571428571,1,0.625,0.72,Sunny,Sunny,0.670454545
24608,12/12/2015,75,30.13,9,6,0.657142857,0.888888889,0.75,0.706666667,Sunny,Sunny,0.693181818
24615,12/19/2015,44,30.09,10,5,0.634285714,1,0.625,0.293333333,Sunny,Sunny,0.329545455
24617,12/21/2015,64,30.26,10,8,0.731428571,1,1,0.56,Sunny,Sunny,0.556818182
22433,1/2/2010,68,29.67,9,6,0.394285714,0.888888889,0.75,0.613333333,Not Sunny,Snow,0.24691358
22434,1/3/2010,53,29.55,9,6,0.325714286,0.888888889,0.75,0.413333333,Not Sunny,Snow,0.160493827
22439,1/8/2010,69,29.77,8,6,0.451428571,0.777777778,0.75,0.626666667,Not Sunny,Snow,0.345679012
22448,1/17/2010,78,29.92,6,8,0.537142857,0.555555556,1,0.746666667,Not Sunny,Rain,0.49382716
22456,1/25/2010,86,29.43,4,7,0.257142857,0.333333333,0.875,0.853333333,Not Sunny,Fog-Rain,0.666666667
22457,1/26/2010,59,29.68,10,5,0.4,1,0.625,0.493333333,Not Sunny,Rain,0.395061728
22459,1/28/2010,60,30.04,7,5,0.605714286,0.666666667,0.625,0.506666667,Not Sunny,Snow,0.358024691
22464,2/2/2010,51,30.23,10,7,0.714285714,1,0.875,0.386666667,Not Sunny,Snow,0.259259259
22465,2/3/2010,66,30.06,7,6,0.617142857,0.666666667,0.75,0.586666667,Not Sunny,Snow,0.382716049
22468,2/6/2010,59,29.78,6,7,0.457142857,0.555555556,0.875,0.493333333,Not Sunny,Snow,0.259259259
22471,2/9/2010,66,29.97,8,5,0.565714286,0.777777778,0.625,0.586666667,Not Sunny,Snow,0.358024691
22472,2/10/2010,93,29.29,1,8,0.177142857,0,1,0.946666667,Not Sunny,Fog-Rain-Snow,0.444444444
22473,2/11/2010,68,29.55,10,5,0.325714286,1,0.625,0.613333333,Not Sunny,Snow,0.320987654
22477,2/15/2010,72,29.75,8,4,0.44,0.777777778,0.5,0.666666667,Not Sunny,Snow,0.358024691
22478,2/16/2010,75,29.48,3,8,0.285714286,0.222222222,1,0.706666667,Not Sunny,Snow,0.432098765
22479,2/17/2010,66,29.56,10,5,0.331428571,1,0.625,0.586666667,Not Sunny,Snow,0.333333333
22484,2/22/2010,60,29.95,10,5,0.554285714,1,0.625,0.506666667,Not Sunny,Rain,0.37037037
22485,2/23/2010,87,29.81,5,8,0.474285714,0.444444444,1,0.866666667,Not Sunny,Rain,0.50617284
22486,2/24/2010,86,29.72,6,8,0.422857143,0.555555556,1,0.853333333,Not Sunny,Rain,0.530864198
22487,2/25/2010,93,29.34,3,8,0.205714286,0.222222222,1,0.946666667,Not Sunny,Fog-Rain-Snow,0.481481481
22488,2/26/2010,82,29.17,5,7,0.108571429,0.444444444,0.875,0.8,Not Sunny,Fog-Snow,0.407407407
22489,2/27/2010,74,29.53,10,6,0.314285714,1,0.75,0.693333333,Not Sunny,Snow,0.407407407
22490,2/28/2010,72,29.62,10,6,0.365714286,1,0.75,0.666666667,Not Sunny,Rain-Snow,0.432098765
22492,3/2/2010,64,29.87,10,6,0.508571429,1,0.75,0.56,Not Sunny,Rain,0.456790123
22493,3/3/2010,74,29.61,10,8,0.36,1,1,0.693333333,Not Sunny,Rain-Snow,0.456790123
22495,3/5/2010,47,29.97,10,7,0.565714286,1,0.875,0.333333333,Not Sunny,Snow,0.308641975
22503,3/13/2010,86,29.7,5,8,0.411428571,0.444444444,1,0.853333333,Not Sunny,Rain-Thunderstorm,0.617283951
22504,3/14/2010,85,29.52,6,8,0.308571429,0.555555556,1,0.84,Not Sunny,Rain,0.617283951
22505,3/15/2010,80,29.62,9,8,0.365714286,0.888888889,1,0.773333333,Not Sunny,Rain,0.555555556
22512,3/22/2010,85,29.9,5,8,0.525714286,0.444444444,1,0.84,Not Sunny,Fog-Rain-Thunderstorm,0.703703704
